,configuration,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
2241,3,wB97X,6-31+G*,1,2,68.144,68.144,59.329,59.329,6.51,6.977,6.356,6.823
2242,3,wB97X,6-31+G*,1,3,68.144,68.144,59.329,59.329,5.798,5.81,5.644,5.656
2243,3,wB97X,6-31+G*,1,4,68.144,68.144,59.329,59.329,5.162,5.17,5.008,5.016
2244,3,wB97X,6-31+G*,1,6,68.144,68.144,59.329,59.329,5.161,6.953,5.007,6.799
2245,3,wB97X,6-31+G*,1,8,68.144,68.144,59.329,59.329,4.773,5.995,4.619,5.841
2246,3,wB97X,6-31+G*,1,10,68.144,68.144,59.329,59.329,4.803,6.754,4.649,6.6
2247,3,wB97X,6-31+G*,1,12,68.144,68.144,59.329,59.329,4.626,6.439,4.472,6.285
2248,3,wB97X,6-31+G*,2,1,68.563,68.739,59.748,59.924,7.449,7.449,7.295,7.295
2249,3,wB97X,6-31+G*,2,2,68.563,68.739,59.748,59.924,6.51,6.977,6.356,6.823
2250,3,wB97X,6-31+G*,2,3,68.563,68.739,59.748,59.924,5.798,5.81,5.644,5.656
2251,3,wB97X,6-31+G*,2,4,68.563,68.739,59.748,59.924,5.162,5.17,5.008,5.016
2252,3,wB97X,6-31+G*,2,6,68.563,68.739,59.748,59.924,5.161,6.953,5.007,6.799
2253,3,wB97X,6-31+G*,2,8,68.563,68.739,59.748,59.924,4.773,5.995,4.619,5.841
2254,3,wB97X,6-31+G*,2,10,68.563,68.739,59.748,59.924,4.803,6.754,4.649,6.6
2255,3,wB97X,6-31+G*,2,12,68.563,68.739,59.748,59.924,4.626,6.439,4.472,6.285
2256,3,wB97X,6-31+G*,3,1,68.348,69.026,59.533,60.211,7.449,7.449,7.295,7.295
2257,3,wB97X,6-31+G*,3,2,68.348,69.026,59.533,60.211,6.51,6.977,6.356,6.823
2258,3,wB97X,6-31+G*,3,3,68.348,69.026,59.533,60.211,5.798,5.81,5.644,5.656
2259,3,wB97X,6-31+G*,3,4,68.348,69.026,59.533,60.211,5.162,5.17,5.008,5.016
2260,3,wB97X,6-31+G*,3,6,68.348,69.026,59.533,60.211,5.161,6.953,5.007,6.799
2261,3,wB97X,6-31+G*,3,8,68.348,69.026,59.533,60.211,4.773,5.995,4.619,5.841
2262,3,wB97X,6-31+G*,3,10,68.348,69.026,59.533,60.211,4.803,6.754,4.649,6.6
2263,3,wB97X,6-31+G*,3,12,68.348,69.026,59.533,60.211,4.626,6.439,4.472,6.285
2264,3,wB97X,6-31+G*,4,1,68.26,68.796,59.445,59.981,7.449,7.449,7.295,7.295
2265,3,wB97X,6-31+G*,4,2,68.26,68.796,59.445,59.981,6.51,6.977,6.356,6.823
2266,3,wB97X,6-31+G*,4,3,68.26,68.796,59.445,59.981,5.798,5.81,5.644,5.656
2267,3,wB97X,6-31+G*,4,4,68.26,68.796,59.445,59.981,5.162,5.17,5.008,5.016
2268,3,wB97X,6-31+G*,4,6,68.26,68.796,59.445,59.981,5.161,6.953,5.007,6.799
2269,3,wB97X,6-31+G*,4,8,68.26,68.796,59.445,59.981,4.773,5.995,4.619,5.841
2270,3,wB97X,6-31+G*,4,10,68.26,68.796,59.445,59.981,4.803,6.754,4.649,6.6
2271,3,wB97X,6-31+G*,4,12,68.26,68.796,59.445,59.981,4.626,6.439,4.472,6.285
2272,3,wB97X,6-31+G*,6,1,68.544,70.351,59.729,61.536,7.449,7.449,7.295,7.295
2273,3,wB97X,6-31+G*,6,2,68.544,70.351,59.729,61.536,6.51,6.977,6.356,6.823
2274,3,wB97X,6-31+G*,6,3,68.544,70.351,59.729,61.536,5.798,5.81,5.644,5.656
2275,3,wB97X,6-31+G*,6,4,68.544,70.351,59.729,61.536,5.162,5.17,5.008,5.016
2276,3,wB97X,6-31+G*,6,6,68.544,70.351,59.729,61.536,5.161,6.953,5.007,6.799
2277,3,wB97X,6-31+G*,6,8,68.544,70.351,59.729,61.536,4.773,5.995,4.619,5.841
2278,3,wB97X,6-31+G*,6,10,68.544,70.351,59.729,61.536,4.803,6.754,4.649,6.6
2279,3,wB97X,6-31+G*,6,12,68.544,70.351,59.729,61.536,4.626,6.439,4.472,6.285
2280,4,wB97X,6-31+G*,1,1,69.182,69.182,59.649,59.649,7.401,7.401,7.28,7.28
2281,4,wB97X,6-31+G*,1,2,69.182,69.182,59.649,59.649,6.462,6.929,6.341,6.808
2282,4,wB97X,6-31+G*,1,3,69.182,69.182,59.649,59.649,5.75,5.762,5.629,5.641
2283,4,wB97X,6-31+G*,1,4,69.182,69.182,59.649,59.649,5.114,5.122,4.993,5.001
2284,4,wB97X,6-31+G*,1,6,69.182,69.182,59.649,59.649,5.113,6.905,4.992,6.784
2285,4,wB97X,6-31+G*,1,8,69.182,69.182,59.649,59.649,4.725,5.947,4.604,5.826
2286,4,wB97X,6-31+G*,1,10,69.182,69.182,59.649,59.649,4.755,6.706,4.634,6.585
2287,4,wB97X,6-31+G*,1,12,69.182,69.182,59.649,59.649,4.578,6.391,4.457,6.27
2288,4,wB97X,6-31+G*,2,1,69.601,69.777,60.068,60.244,7.401,7.401,7.28,7.28
2289,4,wB97X,6-31+G*,2,2,69.601,69.777,60.068,60.244,6.462,6.929,6.341,6.808
2290,4,wB97X,6-31+G*,2,3,69.601,69.777,60.068,60.244,5.75,5.762,5.629,5.641
2291,4,wB97X,6-31+G*,2,4,69.601,69.777,60.068,60.244,5.114,5.122,4.993,5.001
2292,4,wB97X,6-31+G*,2,6,69.601,69.777,60.068,60.244,5.113,6.905,4.992,6.784
2293,4,wB97X,6-31+G*,2,8,69.601,69.777,60.068,60.244,4.725,5.947,4.604,5.826
2294,4,wB97X,6-31+G*,2,10,69.601,69.777,60.068,60.244,4.755,6.706,4.634,6.585
2295,4,wB97X,6-31+G*,2,12,69.601,69.777,60.068,60.244,4.578,6.391,4.457,6.27
2296,4,wB97X,6-31+G*,3,1,69.386,70.064,59.853,60.531,7.401,7.401,7.28,7.28
2297,4,wB97X,6-31+G*,3,2,69.386,70.064,59.853,60.531,6.462,6.929,6.341,6.808
2298,4,wB97X,6-31+G*,3,3,69.386,70.064,59.853,60.531,5.75,5.762,5.629,5.641
2299,4,wB97X,6-31+G*,3,4,69.386,70.064,59.853,60.531,5.114,5.122,4.993,5.001
2300,4,wB97X,6-31+G*,3,6,69.386,70.064,59.853,60.531,5.113,6.905,4.992,6.784
2301,4,wB97X,6-31+G*,3,8,69.386,70.064,59.853,60.531,4.725,5.947,4.604,5.826
2302,4,wB97X,6-31+G*,3,10,69.386,70.064,59.853,60.531,4.755,6.706,4.634,6.585
2303,4,wB97X,6-31+G*,3,12,69.386,70.064,59.853,60.531,4.578,6.391,4.457,6.27
2304,4,wB97X,6-31+G*,4,1,69.298,69.834,59.765,60.301,7.401,7.401,7.28,7.28
2305,4,wB97X,6-31+G*,4,2,69.298,69.834,59.765,60.301,6.462,6.929,6.341,6.808
2306,4,wB97X,6-31+G*,4,3,69.298,69.834,59.765,60.301,5.75,5.762,5.629,5.641
2307,4,wB97X,6-31+G*,4,4,69.298,69.834,59.765,60.301,5.114,5.122,4.993,5.001
2308,4,wB97X,6-31+G*,4,6,69.298,69.834,59.765,60.301,5.113,6.905,4.992,6.784
2309,4,wB97X,6-31+G*,4,8,69.298,69.834,59.765,60.301,4.725,5.947,4.604,5.826
2310,4,wB97X,6-31+G*,4,10,69.298,69.834,59.765,60.301,4.755,6.706,4.634,6.585
2311,4,wB97X,6-31+G*,4,12,69.298,69.834,59.765,60.301,4.578,6.391,4.457,6.27
2312,4,wB97X,6-31+G*,6,1,69.582,71.389,60.049,61.856,7.401,7.401,7.28,7.28
2313,4,wB97X,6-31+G*,6,2,69.582,71.389,60.049,61.856,6.462,6.929,6.341,6.808
2314,4,wB97X,6-31+G*,6,3,69.582,71.389,60.049,61.856,5.75,5.762,5.629,5.641
2315,4,wB97X,6-31+G*,6,4,69.582,71.389,60.049,61.856,5.114,5.122,4.993,5.001
2316,4,wB97X,6-31+G*,6,6,69.582,71.389,60.049,61.856,5.113,6.905,4.992,6.784
2317,4,wB97X,6-31+G*,6,8,69.582,71.389,60.049,61.856,4.725,5.947,4.604,5.826
2318,4,wB97X,6-31+G*,6,10,69.582,71.389,60.049,61.856,4.755,6.706,4.634,6.585
2319,4,wB97X,6-31+G*,6,12,69.582,71.389,60.049,61.856,4.578,6.391,4.457,6.27
2320,5,wB97X,6-31+G*,1,1,67.657,67.657,59.767,59.767,7.347,7.347,7.233,7.233
2321,5,wB97X,6-31+G*,1,2,67.657,67.657,59.767,59.767,6.408,6.875,6.294,6.761
2322,5,wB97X,6-31+G*,1,3,67.657,67.657,59.767,59.767,5.696,5.708,5.582,5.594
2323,5,wB97X,6-31+G*,1,4,67.657,67.657,59.767,59.767,5.06,5.068,4.946,4.954
2324,5,wB97X,6-31+G*,1,6,67.657,67.657,59.767,59.767,5.059,6.851,4.945,6.737
2325,5,wB97X,6-31+G*,1,8,67.657,67.657,59.767,59.767,4.671,5.893,4.557,5.779
2326,5,wB97X,6-31+G*,1,10,67.657,67.657,59.767,59.767,4.701,6.652,4.587,6.538
2327,5,wB97X,6-31+G*,1,12,67.657,67.657,59.767,59.767,4.524,6.337,4.41,6.223
2328,5,wB97X,6-31+G*,2,1,68.076,68.252,60.186,60.362,7.347,7.347,7.233,7.233
2329,5,wB97X,6-31+G*,2,2,68.076,68.252,60.186,60.362,6.408,6.875,6.294,6.761
2330,5,wB97X,6-31+G*,2,3,68.076,68.252,60.186,60.362,5.696,5.708,5.582,5.594
2331,5,wB97X,6-31+G*,2,4,68.076,68.252,60.186,60.362,5.06,5.068,4.946,4.954
2332,5,wB97X,6-31+G*,2,6,68.076,68.252,60.186,60.362,5.059,6.851,4.945,6.737
2333,5,wB97X,6-31+G*,2,8,68.076,68.252,60.186,60.362,4.671,5.893,4.557,5.779
2334,5,wB97X,6-31+G*,2,10,68.076,68.252,60.186,60.362,4.701,6.652,4.587,6.538
2335,5,wB97X,6-31+G*,2,12,68.076,68.252,60.186,60.362,4.524,6.337,4.41,6.223
2336,5,wB97X,6-31+G*,3,1,67.861,68.539,59.971,60.649,7.347,7.347,7.233,7.233
2337,5,wB97X,6-31+G*,3,2,67.861,68.539,59.971,60.649,6.408,6.875,6.294,6.761
2338,5,wB97X,6-31+G*,3,3,67.861,68.539,59.971,60.649,5.696,5.708,5.582,5.594
2339,5,wB97X,6-31+G*,3,4,67.861,68.539,59.971,60.649,5.06,5.068,4.946,4.954
2340,5,wB97X,6-31+G*,3,6,67.861,68.539,59.971,60.649,5.059,6.851,4.945,6.737
2341,5,wB97X,6-31+G*,3,8,67.861,68.539,59.971,60.649,4.671,5.893,4.557,5.779
2342,5,wB97X,6-31+G*,3,10,67.861,68.539,59.971,60.649,4.701,6.652,4.587,6.538
2343,5,wB97X,6-31+G*,3,12,67.861,68.539,59.971,60.649,4.524,6.337,4.41,6.223
2344,5,wB97X,6-31+G*,4,1,67.773,68.309,59.883,60.419,7.347,7.347,7.233,7.233
2345,5,wB97X,6-31+G*,4,2,67.773,68.309,59.883,60.419,6.408,6.875,6.294,6.761
2346,5,wB97X,6-31+G*,4,3,67.773,68.309,59.883,60.419,5.696,5.708,5.582,5.594
2347,5,wB97X,6-31+G*,4,4,67.773,68.309,59.883,60.419,5.06,5.068,4.946,4.954
2348,5,wB97X,6-31+G*,4,6,67.773,68.309,59.883,60.419,5.059,6.851,4.945,6.737
2349,5,wB97X,6-31+G*,4,8,67.773,68.309,59.883,60.419,4.671,5.893,4.557,5.779
2350,5,wB97X,6-31+G*,4,10,67.773,68.309,59.883,60.419,4.701,6.652,4.587,6.538
2351,5,wB97X,6-31+G*,4,12,67.773,68.309,59.883,60.419,4.524,6.337,4.41,6.223
2352,5,wB97X,6-31+G*,6,1,68.057,69.864,60.167,61.974,7.347,7.347,7.233,7.233
2353,5,wB97X,6-31+G*,6,2,68.057,69.864,60.167,61.974,6.408,6.875,6.294,6.761
2354,5,wB97X,6-31+G*,6,3,68.057,69.864,60.167,61.974,5.696,5.708,5.582,5.594
2355,5,wB97X,6-31+G*,6,4,68.057,69.864,60.167,61.974,5.06,5.068,4.946,4.954
2356,5,wB97X,6-31+G*,6,6,68.057,69.864,60.167,61.974,5.059,6.851,4.945,6.737
2357,5,wB97X,6-31+G*,6,8,68.057,69.864,60.167,61.974,4.671,5.893,4.557,5.779
2358,5,wB97X,6-31+G*,6,10,68.057,69.864,60.167,61.974,4.701,6.652,4.587,6.538
2359,5,wB97X,6-31+G*,6,12,68.057,69.864,60.167,61.974,4.524,6.337,4.41,6.223
2360,6,wB97X,6-31+G*,1,1,69.114,69.114,59.288,59.288,7.349,7.349,7.211,7.211
2361,6,wB97X,6-31+G*,1,2,69.114,69.114,59.288,59.288,6.41,6.877,6.272,6.739
2362,6,wB97X,6-31+G*,1,3,69.114,69.114,59.288,59.288,5.698,5.71,5.56,5.572
2363,6,wB97X,6-31+G*,1,4,69.114,69.114,59.288,59.288,5.062,5.07,4.924,4.932
2364,6,wB97X,6-31+G*,1,6,69.114,69.114,59.288,59.288,5.061,6.853,4.923,6.715
2365,6,wB97X,6-31+G*,1,8,69.114,69.114,59.288,59.288,4.673,5.895,4.535,5.757
2366,6,wB97X,6-31+G*,1,10,69.114,69.114,59.288,59.288,4.703,6.654,4.565,6.516
2367,6,wB97X,6-31+G*,1,12,69.114,69.114,59.288,59.288,4.526,6.339,4.388,6.201
2368,6,wB97X,6-31+G*,2,1,69.533,69.709,59.707,59.883,7.349,7.349,7.211,7.211
2369,6,wB97X,6-31+G*,2,2,69.533,69.709,59.707,59.883,6.41,6.877,6.272,6.739
2370,6,wB97X,6-31+G*,2,3,69.533,69.709,59.707,59.883,5.698,5.71,5.56,5.572
2371,6,wB97X,6-31+G*,2,4,69.533,69.709,59.707,59.883,5.062,5.07,4.924,4.932
2372,6,wB97X,6-31+G*,2,6,69.533,69.709,59.707,59.883,5.061,6.853,4.923,6.715
2373,6,wB97X,6-31+G*,2,8,69.533,69.709,59.707,59.883,4.673,5.895,4.535,5.757
2374,6,wB97X,6-31+G*,2,10,69.533,69.709,59.707,59.883,4.703,6.654,4.565,6.516
2375,6,wB97X,6-31+G*,2,12,69.533,69.709,59.707,59.883,4.526,6.339,4.388,6.201
2376,6,wB97X,6-31+G*,3,1,69.318,69.996,59.492,60.17,7.349,7.349,7.211,7.211
2377,6,wB97X,6-31+G*,3,2,69.318,69.996,59.492,60.17,6.41,6.877,6.272,6.739
2378,6,wB97X,6-31+G*,3,3,69.318,69.996,59.492,60.17,5.698,5.71,5.56,5.572
2379,6,wB97X,6-31+G*,3,4,69.318,69.996,59.492,60.17,5.062,5.07,4.924,4.932
2380,6,wB97X,6-31+G*,3,6,69.318,69.996,59.492,60.17,5.061,6.853,4.923,6.715
2381,6,wB97X,6-31+G*,3,8,69.318,69.996,59.492,60.17,4.673,5.895,4.535,5.757
2382,6,wB97X,6-31+G*,3,10,69.318,69.996,59.492,60.17,4.703,6.654,4.565,6.516
2383,6,wB97X,6-31+G*,3,12,69.318,69.996,59.492,60.17,4.526,6.339,4.388,6.201
2384,6,wB97X,6-31+G*,4,1,69.23,69.766,59.404,59.94,7.349,7.349,7.211,7.211
2385,6,wB97X,6-31+G*,4,2,69.23,69.766,59.404,59.94,6.41,6.877,6.272,6.739
2386,6,wB97X,6-31+G*,4,3,69.23,69.766,59.404,59.94,5.698,5.71,5.56,5.572
2387,6,wB97X,6-31+G*,4,4,69.23,69.766,59.404,59.94,5.062,5.07,4.924,4.932
2388,6,wB97X,6-31+G*,4,6,69.23,69.766,59.404,59.94,5.061,6.853,4.923,6.715
2389,6,wB97X,6-31+G*,4,8,69.23,69.766,59.404,59.94,4.673,5.895,4.535,5.757
2390,6,wB97X,6-31+G*,4,10,69.23,69.766,59.404,59.94,4.703,6.654,4.565,6.516
2391,6,wB97X,6-31+G*,4,12,69.23,69.766,59.404,59.94,4.526,6.339,4.388,6.201
2392,6,wB97X,6-31+G*,6,1,69.514,71.321,59.688,61.495,7.349,7.349,7.211,7.211
2393,6,wB97X,6-31+G*,6,2,69.514,71.321,59.688,61.495,6.41,6.877,6.272,6.739
2394,6,wB97X,6-31+G*,6,3,69.514,71.321,59.688,61.495,5.698,5.71,5.56,5.572
2395,6,wB97X,6-31+G*,6,4,69.514,71.321,59.688,61.495,5.062,5.07,4.924,4.932
2396,6,wB97X,6-31+G*,6,6,69.514,71.321,59.688,61.495,5.061,6.853,4.923,6.715
2397,6,wB97X,6-31+G*,6,8,69.514,71.321,59.688,61.495,4.673,5.895,4.535,5.757
2398,6,wB97X,6-31+G*,6,10,69.514,71.321,59.688,61.495,4.703,6.654,4.565,6.516
2399,6,wB97X,6-31+G*,6,12,69.514,71.321,59.688,61.495,4.526,6.339,4.388,6.201
2400,1,wB97X,6-311++G**,1,1,70.157,70.157,60.384,60.384,7.759,7.759,7.555,7.555
2401,1,wB97X,6-311++G**,1,2,70.157,70.157,60.384,60.384,6.604,7.126,6.4,6.922
2402,1,wB97X,6-311++G**,1,3,70.157,70.157,60.384,60.384,5.883,5.886,5.679,5.682
2403,1,wB97X,6-311++G**,1,4,70.157,70.157,60.384,60.384,5.035,5.038,4.831,4.834
2404,1,wB97X,6-311++G**,1,6,70.157,70.157,60.384,60.384,4.637,5.467,4.433,5.263
2405,1,wB97X,6-311++G**,1,8,70.157,70.157,60.384,60.384,4.449,5.475,4.245,5.271
2406,1,wB97X,6-311++G**,1,10,70.157,70.157,60.384,60.384,4.632,6.865,4.428,6.661
2407,1,wB97X,6-311++G**,1,12,70.157,70.157,60.384,60.384,4.361,6.526,4.157,6.322
2408,1,wB97X,6-311++G**,2,1,70.074,70.215,60.301,60.442,7.759,7.759,7.555,7.555
2409,1,wB97X,6-311++G**,2,2,70.074,70.215,60.301,60.442,6.604,7.126,6.4,6.922
2410,1,wB97X,6-311++G**,2,3,70.074,70.215,60.301,60.442,5.883,5.886,5.679,5.682
2411,1,wB97X,6-311++G**,2,4,70.074,70.215,60.301,60.442,5.035,5.038,4.831,4.834
2412,1,wB97X,6-311++G**,2,6,70.074,70.215,60.301,60.442,4.637,5.467,4.433,5.263
2413,1,wB97X,6-311++G**,2,8,70.074,70.215,60.301,60.442,4.449,5.475,4.245,5.271
2414,1,wB97X,6-311++G**,2,10,70.074,70.215,60.301,60.442,4.632,6.865,4.428,6.661
2415,1,wB97X,6-311++G**,2,12,70.074,70.215,60.301,60.442,4.361,6.526,4.157,6.322
2416,1,wB97X,6-311++G**,3,1,71.022,71.352,61.249,61.579,7.759,7.759,7.555,7.555
2417,1,wB97X,6-311++G**,3,2,71.022,71.352,61.249,61.579,6.604,7.126,6.4,6.922
2418,1,wB97X,6-311++G**,3,3,71.022,71.352,61.249,61.579,5.883,5.886,5.679,5.682
2419,1,wB97X,6-311++G**,3,4,71.022,71.352,61.249,61.579,5.035,5.038,4.831,4.834
2420,1,wB97X,6-311++G**,3,6,71.022,71.352,61.249,61.579,4.637,5.467,4.433,5.263
2421,1,wB97X,6-311++G**,3,8,71.022,71.352,61.249,61.579,4.449,5.475,4.245,5.271
2422,1,wB97X,6-311++G**,3,10,71.022,71.352,61.249,61.579,4.632,6.865,4.428,6.661
2423,1,wB97X,6-311++G**,3,12,71.022,71.352,61.249,61.579,4.361,6.526,4.157,6.322
2424,1,wB97X,6-311++G**,4,1,69.713,70.764,59.94,60.991,7.759,7.759,7.555,7.555
2425,1,wB97X,6-311++G**,4,2,69.713,70.764,59.94,60.991,6.604,7.126,6.4,6.922
2426,1,wB97X,6-311++G**,4,3,69.713,70.764,59.94,60.991,5.883,5.886,5.679,5.682
2427,1,wB97X,6-311++G**,4,4,69.713,70.764,59.94,60.991,5.035,5.038,4.831,4.834
2428,1,wB97X,6-311++G**,4,6,69.713,70.764,59.94,60.991,4.637,5.467,4.433,5.263
2429,1,wB97X,6-311++G**,4,8,69.713,70.764,59.94,60.991,4.449,5.475,4.245,5.271
2430,1,wB97X,6-311++G**,4,10,69.713,70.764,59.94,60.991,4.632,6.865,4.428,6.661
2431,1,wB97X,6-311++G**,4,12,69.713,70.764,59.94,60.991,4.361,6.526,4.157,6.322
2432,1,wB97X,6-311++G**,6,1,70.397,72.2,60.624,62.427,7.759,7.759,7.555,7.555
2433,1,wB97X,6-311++G**,6,2,70.397,72.2,60.624,62.427,6.604,7.126,6.4,6.922
2434,1,wB97X,6-311++G**,6,3,70.397,72.2,60.624,62.427,5.883,5.886,5.679,5.682
2435,1,wB97X,6-311++G**,6,4,70.397,72.2,60.624,62.427,5.035,5.038,4.831,4.834
2436,1,wB97X,6-311++G**,6,6,70.397,72.2,60.624,62.427,4.637,5.467,4.433,5.263
2437,1,wB97X,6-311++G**,6,8,70.397,72.2,60.624,62.427,4.449,5.475,4.245,5.271
2438,1,wB97X,6-311++G**,6,10,70.397,72.2,60.624,62.427,4.632,6.865,4.428,6.661
2439,1,wB97X,6-311++G**,6,12,70.397,72.2,60.624,62.427,4.361,6.526,4.157,6.322
2440,2,wB97X,6-311++G**,1,1,70.078,70.078,59.705,59.705,7.667,7.667,7.457,7.457
2441,2,wB97X,6-311++G**,1,2,70.078,70.078,59.705,59.705,6.512,7.034,6.302,6.824
2442,2,wB97X,6-311++G**,1,3,70.078,70.078,59.705,59.705,5.791,5.794,5.581,5.584
2443,2,wB97X,6-311++G**,1,4,70.078,70.078,59.705,59.705,4.943,4.946,4.733,4.736
2444,2,wB97X,6-311++G**,1,6,70.078,70.078,59.705,59.705,4.545,5.375,4.335,5.165
2445,2,wB97X,6-311++G**,1,8,70.078,70.078,59.705,59.705,4.357,5.383,4.147,5.173
2446,2,wB97X,6-311++G**,1,10,70.078,70.078,59.705,59.705,4.54,6.773,4.33,6.563
2447,2,wB97X,6-311++G**,1,12,70.078,70.078,59.705,59.705,4.269,6.434,4.059,6.224
2448,2,wB97X,6-311++G**,2,1,69.995,70.136,59.622,59.763,7.667,7.667,7.457,7.457
2449,2,wB97X,6-311++G**,2,2,69.995,70.136,59.622,59.763,6.512,7.034,6.302,6.824
2450,2,wB97X,6-311++G**,2,3,69.995,70.136,59.622,59.763,5.791,5.794,5.581,5.584
2451,2,wB97X,6-311++G**,2,4,69.995,70.136,59.622,59.763,4.943,4.946,4.733,4.736
2452,2,wB97X,6-311++G**,2,6,69.995,70.136,59.622,59.763,4.545,5.375,4.335,5.165
2453,2,wB97X,6-311++G**,2,8,69.995,70.136,59.622,59.763,4.357,5.383,4.147,5.173
2454,2,wB97X,6-311++G**,2,10,69.995,70.136,59.622,59.763,4.54,6.773,4.33,6.563
2455,2,wB97X,6-311++G**,2,12,69.995,70.136,59.622,59.763,4.269,6.434,4.059,6.224
2456,2,wB97X,6-311++G**,3,1,70.943,71.273,60.57,60.9,7.667,7.667,7.457,7.457
2457,2,wB97X,6-311++G**,3,2,70.943,71.273,60.57,60.9,6.512,7.034,6.302,6.824
2458,2,wB97X,6-311++G**,3,3,70.943,71.273,60.57,60.9,5.791,5.794,5.581,5.584
2459,2,wB97X,6-311++G**,3,4,70.943,71.273,60.57,60.9,4.943,4.946,4.733,4.736
2460,2,wB97X,6-311++G**,3,6,70.943,71.273,60.57,60.9,4.545,5.375,4.335,5.165
2461,2,wB97X,6-311++G**,3,8,70.943,71.273,60.57,60.9,4.357,5.383,4.147,5.173
2462,2,wB97X,6-311++G**,3,10,70.943,71.273,60.57,60.9,4.54,6.773,4.33,6.563
2463,2,wB97X,6-311++G**,3,12,70.943,71.273,60.57,60.9,4.269,6.434,4.059,6.224
2464,2,wB97X,6-311++G**,4,1,69.634,70.685,59.261,60.312,7.667,7.667,7.457,7.457
2465,2,wB97X,6-311++G**,4,2,69.634,70.685,59.261,60.312,6.512,7.034,6.302,6.824
2466,2,wB97X,6-311++G**,4,3,69.634,70.685,59.261,60.312,5.791,5.794,5.581,5.584
2467,2,wB97X,6-311++G**,4,4,69.634,70.685,59.261,60.312,4.943,4.946,4.733,4.736
2468,2,wB97X,6-311++G**,4,6,69.634,70.685,59.261,60.312,4.545,5.375,4.335,5.165
2469,2,wB97X,6-311++G**,4,8,69.634,70.685,59.261,60.312,4.357,5.383,4.147,5.173
2470,2,wB97X,6-311++G**,4,10,69.634,70.685,59.261,60.312,4.54,6.773,4.33,6.563
2471,2,wB97X,6-311++G**,4,12,69.634,70.685,59.261,60.312,4.269,6.434,4.059,6.224
2472,2,wB97X,6-311++G**,6,1,70.318,72.121,59.945,61.748,7.667,7.667,7.457,7.457
2473,2,wB97X,6-311++G**,6,2,70.318,72.121,59.945,61.748,6.512,7.034,6.302,6.824
2474,2,wB97X,6-311++G**,6,3,70.318,72.121,59.945,61.748,5.791,5.794,5.581,5.584
2475,2,wB97X,6-311++G**,6,4,70.318,72.121,59.945,61.748,4.943,4.946,4.733,4.736
2476,2,wB97X,6-311++G**,6,6,70.318,72.121,59.945,61.748,4.545,5.375,4.335,5.165
2477,2,wB97X,6-311++G**,6,8,70.318,72.121,59.945,61.748,4.357,5.383,4.147,5.173
2478,2,wB97X,6-311++G**,6,10,70.318,72.121,59.945,61.748,4.54,6.773,4.33,6.563
2479,2,wB97X,6-311++G**,6,12,70.318,72.121,59.945,61.748,4.269,6.434,4.059,6.224
2480,3,wB97X,6-311++G**,1,1,69.449,69.449,59.575,59.575,7.814,7.814,7.63,7.63
2481,3,wB97X,6-311++G**,1,2,69.449,69.449,59.575,59.575,6.659,7.181,6.475,6.997
2482,3,wB97X,6-311++G**,1,3,69.449,69.449,59.575,59.575,5.938,5.941,5.754,5.757
2483,3,wB97X,6-311++G**,1,4,69.449,69.449,59.575,59.575,5.09,5.093,4.906,4.909
2484,3,wB97X,6-311++G**,1,6,69.449,69.449,59.575,59.575,4.692,5.522,4.508,5.338
2485,3,wB97X,6-311++G**,1,8,69.449,69.449,59.575,59.575,4.504,5.53,4.32,5.346
2486,3,wB97X,6-311++G**,1,10,69.449,69.449,59.575,59.575,4.687,6.92,4.503,6.736
2487,3,wB97X,6-311++G**,1,12,69.449,69.449,59.575,59.575,4.416,6.581,4.232,6.397
2488,3,wB97X,6-311++G**,2,1,69.366,69.507,59.492,59.633,7.814,7.814,7.63,7.63
2489,3,wB97X,6-311++G**,2,2,69.366,69.507,59.492,59.633,6.659,7.181,6.475,6.997
2490,3,wB97X,6-311++G**,2,3,69.366,69.507,59.492,59.633,5.938,5.941,5.754,5.757
2491,3,wB97X,6-311++G**,2,4,69.366,69.507,59.492,59.633,5.09,5.093,4.906,4.909
2492,3,wB97X,6-311++G**,2,6,69.366,69.507,59.492,59.633,4.692,5.522,4.508,5.338
2493,3,wB97X,6-311++G**,2,8,69.366,69.507,59.492,59.633,4.504,5.53,4.32,5.346
2494,3,wB97X,6-311++G**,2,10,69.366,69.507,59.492,59.633,4.687,6.92,4.503,6.736
2495,3,wB97X,6-311++G**,2,12,69.366,69.507,59.492,59.633,4.416,6.581,4.232,6.397
2496,3,wB97X,6-311++G**,3,1,70.314,70.644,60.44,60.77,7.814,7.814,7.63,7.63
2497,3,wB97X,6-311++G**,3,2,70.314,70.644,60.44,60.77,6.659,7.181,6.475,6.997
2498,3,wB97X,6-311++G**,3,3,70.314,70.644,60.44,60.77,5.938,5.941,5.754,5.757
2499,3,wB97X,6-311++G**,3,4,70.314,70.644,60.44,60.77,5.09,5.093,4.906,4.909
2500,3,wB97X,6-311++G**,3,6,70.314,70.644,60.44,60.77,4.692,5.522,4.508,5.338
2501,3,wB97X,6-311++G**,3,8,70.314,70.644,60.44,60.77,4.504,5.53,4.32,5.346
2502,3,wB97X,6-311++G**,3,10,70.314,70.644,60.44,60.77,4.687,6.92,4.503,6.736
